Indicator Name,Indicator Value,Governorates,District,Topic,x,y,Year,Name,GOVERNORATE_ID
The rate of alienation of foreign workers in producing factories,47,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2017,محافظة الجبيل,00503
The rate of productive factories investment,80,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2017,محافظة الجبيل,00503
Availability of good places for tourism,44,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
Emiratisation rate in the private sector,14,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
Relative distribution of local tourism by place of residence,56652,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
The growth rate of producing factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
The growth rate of the number of producing factories,14,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
The growth rate of the number of workers in the productive factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
The rate of alienation of foreign workers in producing factories,42,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
The rate of productive factories investment,69,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2017,محافظة القطيف,00504
Availability of good places for tourism,38,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
Emiratisation rate in the private sector,18,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
Relative distribution of local tourism by place of residence,27426,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
The growth rate of producing factories,15,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
The growth rate of the number of producing factories,13,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
The growth rate of the number of workers in the productive factories,12,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
The rate of alienation of foreign workers in producing factories,54,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
The rate of productive factories investment,60,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2017,محافظة الخبر,00505
Availability of good places for tourism,35,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
Emiratisation rate in the private sector,14,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
Relative distribution of local tourism by place of residence,19643,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
The growth rate of producing factories,15,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
The growth rate of the number of producing factories,15,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
The growth rate of the number of workers in the productive factories,10,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
The rate of alienation of foreign workers in producing factories,42,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
The rate of productive factories investment,67,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2017,محافظة الخفجي,00506
Availability of good places for tourism,40,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
Emiratisation rate in the private sector,20,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
Relative distribution of local tourism by place of residence,46699,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
The growth rate of producing factories,15,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
The growth rate of the number of producing factories,11,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
The growth rate of the number of workers in the productive factories,14,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
The rate of alienation of foreign workers in producing factories,47,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
The rate of productive factories investment,70,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2017,محافظة رأس تنورة,00507
Availability of good places for tourism,61,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
Emiratisation rate in the private sector,16,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
Relative distribution of local tourism by place of residence,62436,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
The growth rate of producing factories,12,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
The growth rate of the number of producing factories,13,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
The growth rate of the number of workers in the productive factories,12,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
The rate of alienation of foreign workers in producing factories,43,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
The rate of productive factories investment,69,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2017,محافظة بقيق,00508
Availability of good places for tourism,48,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
Emiratisation rate in the private sector,12,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
Relative distribution of local tourism by place of residence,27020,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
The growth rate of producing factories,12,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
The growth rate of the number of producing factories,14,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
The growth rate of the number of workers in the productive factories,10,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
The rate of alienation of foreign workers in producing factories,51,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
The rate of productive factories investment,63,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2017,محافظة النعيرية,00509
Availability of good places for tourism,37,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Emiratisation rate in the private sector,11,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Relative distribution of local tourism by place of residence,24421,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The growth rate of producing factories,15,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The growth rate of the number of producing factories,15,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The growth rate of the number of workers in the productive factories,15,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The rate of alienation of foreign workers in producing factories,57,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
The rate of productive factories investment,72,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2017,محافظة القرية العليا,00510
Availability of good places for tourism,71,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
Emiratisation rate in the private sector,13,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
Relative distribution of local tourism by place of residence,45325,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
The growth rate of producing factories,14,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
The growth rate of the number of producing factories,13,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
The growth rate of the number of workers in the productive factories,12,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
The rate of alienation of foreign workers in producing factories,49,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
The rate of productive factories investment,99,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2018,الدمام,00500
Availability of good places for tourism,68,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
Emiratisation rate in the private sector,10,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
Relative distribution of local tourism by place of residence,50903,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
The growth rate of producing factories,14,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
The growth rate of the number of producing factories,11,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
The growth rate of the number of workers in the productive factories,11,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
The rate of alienation of foreign workers in producing factories,41,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
The rate of productive factories investment,68,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2018,محافظة الأحساء,00501
Availability of good places for tourism,70,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
Relative distribution of local tourism by place of residence,16754,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
The growth rate of the number of producing factories,12,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
The growth rate of the number of workers in the productive factories,14,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
The rate of alienation of foreign workers in producing factories,52,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
The rate of productive factories investment,92,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2018,محافظة حفر الباطن,00502
Availability of good places for tourism,53,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
Emiratisation rate in the private sector,20,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
Relative distribution of local tourism by place of residence,25894,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
The growth rate of producing factories,12,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
The growth rate of the number of producing factories,12,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
The growth rate of the number of workers in the productive factories,13,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
The rate of alienation of foreign workers in producing factories,54,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
The rate of productive factories investment,65,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2018,محافظة الجبيل,00503
Availability of good places for tourism,44,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
Emiratisation rate in the private sector,17,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
Relative distribution of local tourism by place of residence,21700,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
The growth rate of producing factories,13,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
The growth rate of the number of producing factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
The growth rate of the number of workers in the productive factories,14,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
The rate of alienation of foreign workers in producing factories,57,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
The rate of productive factories investment,100,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2018,محافظة القطيف,00504
Availability of good places for tourism,59,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
Emiratisation rate in the private sector,12,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
Relative distribution of local tourism by place of residence,43506,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
The growth rate of producing factories,15,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
The growth rate of the number of producing factories,12,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
The growth rate of the number of workers in the productive factories,15,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
The rate of alienation of foreign workers in producing factories,56,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
The rate of productive factories investment,65,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2018,محافظة الخبر,00505
Availability of good places for tourism,65,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
Emiratisation rate in the private sector,10,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
Relative distribution of local tourism by place of residence,20478,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
The growth rate of producing factories,13,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
The growth rate of the number of producing factories,13,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
The growth rate of the number of workers in the productive factories,14,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
The rate of alienation of foreign workers in producing factories,55,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
The rate of productive factories investment,91,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2018,محافظة الخفجي,00506
Availability of good places for tourism,45,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Emiratisation rate in the private sector,15,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Relative distribution of local tourism by place of residence,34084,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
The growth rate of producing factories,13,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
The growth rate of the number of producing factories,10,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
The growth rate of the number of workers in the productive factories,11,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
The rate of alienation of foreign workers in producing factories,54,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
The rate of productive factories investment,95,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Availability of good places for tourism,29,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
Emiratisation rate in the private sector,14,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
Relative distribution of local tourism by place of residence,28944,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
The growth rate of producing factories,13,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
The growth rate of the number of producing factories,14,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
The growth rate of the number of workers in the productive factories,11,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
The rate of alienation of foreign workers in producing factories,51,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
The rate of productive factories investment,68,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2018,محافظة بقيق,00508
Availability of good places for tourism,41,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Emiratisation rate in the private sector,16,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Relative distribution of local tourism by place of residence,34582,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
The growth rate of producing factories,15,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
The growth rate of the number of producing factories,10,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
The growth rate of the number of workers in the productive factories,11,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
The rate of alienation of foreign workers in producing factories,51,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
The rate of productive factories investment,80,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Availability of good places for tourism,70,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Emiratisation rate in the private sector,16,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Relative distribution of local tourism by place of residence,35081,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The growth rate of producing factories,13,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The growth rate of the number of producing factories,15,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The growth rate of the number of workers in the productive factories,12,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The rate of alienation of foreign workers in producing factories,55,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
The rate of productive factories investment,82,Qaryah alulya,Qaryah Al Ulya,Economic,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Availability of good places for tourism,50.5,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
Emiratisation rate in the private sector,18,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
Relative distribution of local tourism by place of residence,3135201,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
The growth rate of producing factories,5,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
The growth rate of the number of producing factories,4,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
The growth rate of the number of workers in the productive factories,5,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
The rate of alienation of foreign workers in producing factories,57,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
The rate of productive factories investment,1057,Addammam,Eastern Region Municipality,Economic,52.83786863,21.99674552,2019,الدمام,00500
Availability of good places for tourism,44,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
Emiratisation rate in the private sector,10,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
Relative distribution of local tourism by place of residence,43414,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
The growth rate of producing factories,10,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
The growth rate of the number of producing factories,12,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
The growth rate of the number of workers in the productive factories,14,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
The rate of alienation of foreign workers in producing factories,46,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
The rate of productive factories investment,75,Alahsa,Al Ahsa,Economic,49.48735584,22.33361633,2019,محافظة الأحساء,00501
Availability of good places for tourism,50,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
Relative distribution of local tourism by place of residence,43470,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
The growth rate of producing factories,13,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
The growth rate of the number of producing factories,13,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
The growth rate of the number of workers in the productive factories,12,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
The rate of alienation of foreign workers in producing factories,40,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
The rate of productive factories investment,94,Hafar albatin,Hafar Al Batin,Economic,46.199112,28.17684342,2019,محافظة حفر الباطن,00502
Availability of good places for tourism,54.7,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
Emiratisation rate in the private sector,17,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
Relative distribution of local tourism by place of residence,198559,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
The growth rate of producing factories,14,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
The growth rate of the number of producing factories,7,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
The rate of alienation of foreign workers in producing factories,33,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
The rate of productive factories investment,267,Aljubayl,Al Jubayl,Economic,49.33950845,27.00163279,2019,محافظة الجبيل,00503
Availability of good places for tourism,27.9,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
Emiratisation rate in the private sector,33,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
Relative distribution of local tourism by place of residence,15614,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
The growth rate of producing factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
The growth rate of the number of producing factories,12,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
The growth rate of the number of workers in the productive factories,11,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
The rate of alienation of foreign workers in producing factories,32,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
The rate of productive factories investment,63,Alqatif,Al Qatif,Economic,49.84154847,26.60038469,2019,محافظة القطيف,00504
Availability of good places for tourism,56,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
Emiratisation rate in the private sector,13,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
Relative distribution of local tourism by place of residence,39173,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
The growth rate of producing factories,13,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
The growth rate of the number of producing factories,11,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
The growth rate of the number of workers in the productive factories,14,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
The rate of alienation of foreign workers in producing factories,49,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
The rate of productive factories investment,68,Alkhubar,Al Khubar,Economic,50.15485218,26.19918576,2019,محافظة الخبر,00505
Availability of good places for tourism,76.4,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
Emiratisation rate in the private sector,13,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
Relative distribution of local tourism by place of residence,63860,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
The growth rate of the number of producing factories,10,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
The growth rate of the number of workers in the productive factories,10,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
The rate of alienation of foreign workers in producing factories,51,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
The rate of productive factories investment,22,Alkhafji,Al Khafji,Economic,48.17477691,28.15171774,2019,محافظة الخفجي,00506
Availability of good places for tourism,35.5,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
Emiratisation rate in the private sector,11,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
Relative distribution of local tourism by place of residence,35140,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
The growth rate of producing factories,10,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
The growth rate of the number of producing factories,8,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
The growth rate of the number of workers in the productive factories,2,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
The rate of alienation of foreign workers in producing factories,49,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
The rate of productive factories investment,2,Ras Tannurah,Ras Tannurah,Economic,49.94809211,26.77873967,2019,محافظة رأس تنورة,00507
Availability of good places for tourism,6.9,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
Emiratisation rate in the private sector,10,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
Relative distribution of local tourism by place of residence,5268,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
The growth rate of producing factories,26,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
The growth rate of the number of producing factories,12,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
The growth rate of the number of workers in the productive factories,8,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
The rate of alienation of foreign workers in producing factories,50,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
The rate of productive factories investment,11,Buqayq,Buqayq,Economic,49.51493518,26.14095716,2019,محافظة بقيق,00508
Availability of good places for tourism,54,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
Emiratisation rate in the private sector,10,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
Relative distribution of local tourism by place of residence,25843,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
The growth rate of producing factories,14,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
The growth rate of the number of producing factories,12,Alnuayriyah,Al Nuayriyah,Economic,48.50992707,26.91517793,2019,محافظة النعيرية,00509
